pub_year,topic_field_display_name,num_publications,cross_collaboration_metric,authors
1987,Health Professions,45,0.7236842105263158,1663
1987,Immunology and Microbiology,13,0.631578947368421,497
1987,Materials Science,30,0.6625,1098
1987,Mathematics,14,0.8421052631578947,533
1987,Medicine,242,0.8571428571428571,12496
1987,Neuroscience,20,0.24444444444444444,409
1987,Nursing,9,0.5,203
1987,"Pharmacology, Toxicology and Pharmaceutics",10,0.24242424242424243,143
1987,Physics and Astronomy,98,0.6533333333333333,1996
1987,Psychology,36,0.7,825
1987,Social Sciences,296,0.7404371584699454,6662
1988,Agricultural and Biological Sciences,74,0.9290322580645162,4185
1988,Arts and Humanities,185,0.9118942731277533,6537
1988,"Biochemistry, Genetics and Molecular Biology",57,0.7205882352941176,3407
1988,"Business, Management and Accounting",36,0.7291666666666666,914
1988,Chemical Engineering,7,0.4444444444444444,428
1988,Chemistry,43,0.9448818897637795,4176
1988,Computer Science,63,0.8468468468468469,1549
1988,Decision Sciences,10,0.6428571428571429,282
1988,Dentistry,5,1.0,201
1988,Earth and Planetary Sciences,35,0.8032786885245902,1027
1988,"Economics, Econometrics and Finance",48,0.835820895522388,1075
1988,Energy,8,0.7619047619047619,296
1988,Engineering,219,0.8201284796573876,7174
1988,Environmental Science,40,0.6447368421052632,1390
1988,Health Professions,32,0.7450980392156863,1715
1988,Immunology and Microbiology,11,0.6470588235294118,519
1988,Materials Science,42,0.44660194174757284,1152
1988,Mathematics,15,0.8461538461538461,558
1988,Medicine,228,0.8966613672496025,13094
1988,Neuroscience,11,0.8571428571428571,434
1988,Nursing,5,0.6,205
1988,"Pharmacology, Toxicology and Pharmaceutics",7,0.0,0
1988,Physics and Astronomy,80,0.69,2149
1988,Psychology,27,0.5428571428571428,847
1988,Social Sciences,306,0.7684729064039408,6977
1989,Agricultural and Biological Sciences,90,0.9787234042553191,4410
1989,Arts and Humanities,193,0.919831223628692,6790
1989,"Biochemistry, Genetics and Molecular Biology",52,0.6380368098159509,3594
1989,"Business, Management and Accounting",36,0.8113207547169812,985
1989,Chemical Engineering,1,1.0,432
1989,Chemistry,48,0.8125,4359
1989,Computer Science,60,0.7699115044247787,1659
1989,Decision Sciences,9,1.0,301
1989,Dentistry,4,0.0,0
1989,Earth and Planetary Sciences,45,0.6867469879518072,1100
1989,"Economics, Econometrics and Finance",54,0.6538461538461539,1141
1989,Energy,8,0.5714285714285714,311
1989,Engineering,222,0.848421052631579,7681
1989,Environmental Science,57,0.6129032258064516,1459
1989,Health Professions,50,0.7538461538461538,1780
1989,Immunology and Microbiology,11,0.7058823529411765,542
1989,Materials Science,38,0.37168141592920356,1209
1989,Mathematics,15,0.8181818181818182,581
1989,Medicine,275,0.9168539325842696,13963
1989,Neuroscience,18,0.48,472
1989,Nursing,10,0.65,218
1989,"Pharmacology, Toxicology and Pharmaceutics",7,0.3684210526315789,154
1989,Physics and Astronomy,77,0.6871794871794872,2288
1989,Psychology,36,0.5344827586206896,879
1989,Social Sciences,320,0.8103896103896104,7317
1989,Veterinary,2,0.0,0
1990,Agricultural and Biological Sciences,164,0.9805013927576601,4848
1990,Arts and Humanities,213,0.9621212121212122,7084
1990,"Biochemistry, Genetics and Molecular Biology",86,0.755868544600939,3820
1990,"Business, Management and Accounting",55,0.6875,1060
1990,Chemical Engineering,2,1.0,451
1990,Chemistry,47,0.8489208633093526,4518
1990,Computer Science,74,0.8410596026490066,1819
1990,Decision Sciences,13,0.7222222222222222,322
1990,Dentistry,3,0.5,206
1990,Earth and Planetary Sciences,34,0.7735849056603774,1150
1990,"Economics, Econometrics and Finance",56,0.7272727272727273,1212
1990,Energy,9,0.6470588235294118,326
1990,Engineering,228,0.854251012145749,8198
1990,Environmental Science,79,0.7,1545
1990,Health Professions,49,0.8656716417910447,1851
1990,Immunology and Microbiology,16,0.48,580
1990,Materials Science,38,0.514018691588785,1272
1990,Mathematics,18,0.7894736842105263,598
1990,Medicine,306,0.8866749688667497,14676
1990,Neuroscience,17,0.5777777777777777,500
1990,Nursing,10,0.7619047619047619,234
1990,"Pharmacology, Toxicology and Pharmaceutics",6,0.25,157
1990,Physics and Astronomy,84,0.7738693467336684,2452
1990,Psychology,40,0.5789473684210527,916
1990,Social Sciences,328,0.7583732057416268,7638
1990,Veterinary,4,0.6666666666666666,90
1991,Agricultural and Biological Sciences,91,0.9431818181818182,5077
1991,Arts and Humanities,226,0.9316546762589928,7405
1991,"Biochemistry, Genetics and Molecular Biology",62,0.6928571428571428,4004
1991,"Business, Management and Accounting",49,0.7887323943661971,1140
1991,Chemical Engineering,3,0.625,466
1991,Chemistry,51,0.8260869565217391,4690
1991,Computer Science,90,0.7602339181286549,1985
1991,Decision Sciences,5,0.75,332
1991,Dentistry,7,0.6666666666666666,219
1991,Earth and Planetary Sciences,33,0.8307692307692308,1236
1991,"Economics, Econometrics and Finance",57,0.7866666666666666,1282
1991,Energy,8,0.6923076923076923,335
1991,Engineering,199,0.8380281690140845,8655
1991,Environmental Science,64,0.7117117117117117,1636
1991,Health Professions,68,0.7567567567567568,1947
1991,Immunology and Microbiology,12,0.6923076923076923,613
1991,Materials Science,40,0.5384615384615384,1327
1991,Mathematics,21,0.7560975609756098,638
1991,Medicine,309,0.8771084337349397,15387
1991,Neuroscience,13,0.52,516
1991,Nursing,16,0.4074074074074074,246
1991,"Pharmacology, Toxicology and Pharmaceutics",6,0.0,0
1991,Physics and Astronomy,119,0.7033639143730887,2685
1991,Psychology,44,0.6714285714285714,968
1991,Social Sciences,297,0.7903225806451613,7947
1992,Agricultural and Biological Sciences,96,0.9315789473684211,5294
1992,Arts and Humanities,215,0.8841698841698842,7678
1992,"Biochemistry, Genetics and Molecular Biology",53,0.75,4179
1992,"Business, Management and Accounting",52,0.796875,1222
1992,Chemical Engineering,3,0.7142857142857143,479
1992,Chemistry,50,0.9014084507042254,4857
1992,Computer Science,82,0.9027777777777778,2151
1992,Decision Sciences,12,0.8235294117647058,353
1992,Dentistry,5,0.36363636363636365,228
1992,Earth and Planetary Sciences,36,0.7088607594936709,1300
1992,"Economics, Econometrics and Finance",65,0.7978723404255319,1368
1992,Energy,7,0.5,346
1992,Engineering,261,0.8304278922345484,9281
1992,Environmental Science,70,0.7153284671532847,1751
1992,Health Professions,50,0.7375,2017
1992,Immunology and Microbiology,5,0.8461538461538461,626
1992,Materials Science,37,0.5370370370370371,1399
1992,Mathematics,15,0.65,653
1992,Medicine,263,0.87701317715959,16012
1992,Neuroscience,19,0.46808510638297873,538
1992,Nursing,4,0.5,248
1992,"Pharmacology, Toxicology and Pharmaceutics",11,0.16666666666666666,172
1992,Physics and Astronomy,96,0.7890625,2890
1992,Psychology,48,0.6527777777777778,1018
1992,Social Sciences,369,0.8134171907756813,8352
1993,Agricultural and Biological Sciences,98,0.9288888888888889,5550
1993,Arts and Humanities,242,0.935251798561151,7996
1993,"Biochemistry, Genetics and Molecular Biology",72,0.7657657657657657,4430
1993,"Business, Management and Accounting",58,0.6666666666666666,1298
1993,Chemical Engineering,9,0.72,515
1993,Chemistry,51,0.8785714285714286,5031
1993,Computer Science,79,0.8831168831168831,2341
1993,Decision Sciences,11,0.47368421052631576,367
1993,Dentistry,1,0.0,0
1993,Earth and Planetary Sciences,44,0.6625,1385
1993,"Economics, Econometrics and Finance",63,0.6588235294117647,1447
1993,Energy,15,0.5652173913043478,365
1993,Engineering,272,0.853195164075993,9858
1993,Environmental Science,74,0.7007874015748031,1845
1993,Health Professions,71,0.75,2110
1993,Immunology and Microbiology,13,0.6153846153846154,649
1993,Materials Science,43,0.5213675213675214,1482
1993,Mathematics,16,0.95,675
1993,Medicine,254,0.8573426573426574,16605
1993,Neuroscience,4,0.25,540
1993,Nursing,9,0.9090909090909091,268
1993,"Pharmacology, Toxicology and Pharmaceutics",4,0.125,173
1993,Physics and Astronomy,96,0.7886792452830189,3097
1993,Psychology,41,0.6271186440677966,1057
1993,Social Sciences,411,0.794,8768
1993,Veterinary,3,1.0,94
1994,Agricultural and Biological Sciences,120,0.9631147540983607,5829
1994,Arts and Humanities,261,0.9347181008902077,8368
1994,"Biochemistry, Genetics and Molecular Biology",60,0.8074534161490683,4632
1994,"Business, Management and Accounting",54,0.8289473684210527,1393
1994,Chemical Engineering,9,0.6071428571428571,546
1994,Chemistry,52,0.9452054794520548,5224
1994,Computer Science,68,0.7933884297520661,2480
1994,Decision Sciences,14,0.5652173913043478,384
1994,Dentistry,3,0.42857142857142855,238
1994,Earth and Planetary Sciences,46,0.78125,1480
1994,"Economics, Econometrics and Finance",67,0.7294117647058823,1528
1994,Energy,8,0.6666666666666666,380
1994,Engineering,267,0.8687196110210696,10507
1994,Environmental Science,79,0.6329113924050633,1952
1994,Health Professions,69,0.7211538461538461,2196
1994,Immunology and Microbiology,13,0.6,678
1994,Materials Science,34,0.4915254237288136,1565
1994,Mathematics,20,0.6153846153846154,695
1994,Medicine,294,0.8934324659231723,17329
1994,Neuroscience,22,0.42592592592592593,563
1994,Nursing,14,0.5833333333333334,282
1994,"Pharmacology, Toxicology and Pharmaceutics",9,0.1,175
1994,Physics and Astronomy,96,0.6812227074235808,3259
1994,Psychology,39,0.6122448979591837,1090
1994,Social Sciences,441,0.7957371225577264,9213
1994,Veterinary,2,0.8,98
1995,Agricultural and Biological Sciences,7,1.0,5848
1995,Arts and Humanities,17,0.9090909090909091,8392
1995,"Biochemistry, Genetics and Molecular Biology",10,0.8529411764705882,4680
1995,"Business, Management and Accounting",4,1.0,1397
1995,Chemical Engineering,1,0.5,547
1995,Chemistry,4,1.0,5237
1995,Computer Science,10,0.7894736842105263,2503
1995,Earth and Planetary Sciences,7,0.9375,1495
1995,"Economics, Econometrics and Finance",4,1.0,1538
1995,Energy,2,0.0,0
1995,Engineering,25,0.8591549295774648,10581
1995,Environmental Science,1,0.0,0
1995,Health Professions,6,1.0,2203
1995,Immunology and Microbiology,4,0.1,679
1995,Materials Science,8,0.6666666666666666,1586
1995,Medicine,41,0.8163265306122449,17456
1995,Neuroscience,2,1.0,569
1995,Nursing,1,0.0,0
1995,Physics and Astronomy,14,0.9615384615384616,3291
1995,Psychology,3,1.0,1097
1995,Social Sciences,22,0.7586206896551724,9236
1996,Decision Sciences,1,0.0,0
1996,Engineering,6,0.8461538461538461,10595
1996,Materials Science,2,0.0,0
1996,Social Sciences,1,1.0,9238
1997,Agricultural and Biological Sciences,134,0.9096774193548387,6228
1997,Arts and Humanities,310,0.9129287598944591,8809
1997,"Biochemistry, Genetics and Molecular Biology",71,0.6523809523809524,4911
1997,"Business, Management and Accounting",70,0.8163265306122449,1502
1997,Chemical Engineering,5,0.47058823529411764,573
1997,Chemistry,51,0.9085365853658537,5452
1997,Computer Science,117,0.8538812785388128,2769
1997,Decision Sciences,15,0.6086956521739131,405
1997,Dentistry,6,0.8,254
1997,Earth and Planetary Sciences,38,0.7333333333333333,1584
1997,"Economics, Econometrics and Finance",72,0.8421052631578947,1682
1997,Energy,13,0.7307692307692307,413
1997,Engineering,307,0.8514285714285714,11320
1997,Environmental Science,98,0.6261682242990654,2099
1997,Health Professions,68,0.711864406779661,2325
1997,Immunology and Microbiology,18,0.66,715
1997,Materials Science,53,0.47530864197530864,1695
1997,Mathematics,17,0.34615384615384615,706
1997,Medicine,348,0.8839103869653768,18356
1997,Neuroscience,16,0.47058823529411764,590
1997,Nursing,10,0.4583333333333333,293
1997,"Pharmacology, Toxicology and Pharmaceutics",10,0.07692307692307693,177
1997,Physics and Astronomy,127,0.6446540880503144,3517
1997,Psychology,55,0.6777777777777778,1167
1997,Social Sciences,526,0.7915407854984894,9812
1997,Veterinary,4,0.07142857142857142,99
1998,Agricultural and Biological Sciences,19,0.9245283018867925,6302
1998,Arts and Humanities,18,0.9523809523809523,8830
1998,"Biochemistry, Genetics and Molecular Biology",13,0.6785714285714286,4960
1998,"Business, Management and Accounting",4,0.375,1509
1998,Chemical Engineering,1,0.8,577
1998,Chemistry,4,0.9375,5475
1998,Computer Science,14,0.972972972972973,2820
1998,Decision Sciences,5,0.42857142857142855,410
1998,Dentistry,2,1.0,260
1998,Earth and Planetary Sciences,9,0.3448275862068966,1606
1998,"Economics, Econometrics and Finance",9,1.0,1705
1998,Engineering,44,0.9038461538461539,11487
1998,Environmental Science,19,0.46,2122
1998,Health Professions,10,0.3125,2330
1998,Immunology and Microbiology,2,0.5,718
1998,Materials Science,12,0.46153846153846156,1719
1998,Mathematics,2,0.4,708
1998,Medicine,49,0.9910714285714286,18604
1998,Neuroscience,1,1.0,594
1998,Nursing,3,0.5,295
1998,"Pharmacology, Toxicology and Pharmaceutics",1,0.0,0
1998,Physics and Astronomy,22,0.8333333333333334,3594
1998,Social Sciences,44,0.8985507246376812,9875
1999,Agricultural and Biological Sciences,168,0.9287598944591029,6784
1999,Arts and Humanities,363,0.9133489461358314,9289
1999,"Biochemistry, Genetics and Molecular Biology",90,0.7521008403361344,5209
1999,"Business, Management and Accounting",110,0.8933333333333333,1683
1999,Chemical Engineering,6,0.7142857142857143,598
1999,Chemistry,55,0.7681159420289855,5630
1999,Computer Science,134,0.8688524590163934,3110
1999,Decision Sciences,22,0.7428571428571429,442
1999,Dentistry,6,1.0,278
1999,Earth and Planetary Sciences,63,0.6285714285714286,1736
1999,"Economics, Econometrics and Finance",101,0.7548387096774194,1844
1999,Energy,14,0.6538461538461539,448
1999,Engineering,363,0.8514007308160779,12365
1999,Environmental Science,110,0.6794258373205742,2295
1999,Health Professions,87,0.7222222222222222,2487
1999,Immunology and Microbiology,11,0.5434782608695652,741
1999,Materials Science,58,0.5664335664335665,1813
1999,Mathematics,29,0.7659574468085106,741
1999,Medicine,427,0.8430127041742287,19553
1999,Neuroscience,18,0.36363636363636365,617
1999,Nursing,12,0.5925925925925926,311
1999,"Pharmacology, Toxicology and Pharmaceutics",6,0.09523809523809523,186
1999,Physics and Astronomy,115,0.7395209580838323,3854
1999,Psychology,51,0.5846153846153846,1225
1999,Social Sciences,662,0.8091954022988506,10611
1999,Veterinary,5,0.8,106
2000,Agricultural and Biological Sciences,265,0.9298831385642737,7457
2000,Arts and Humanities,410,0.9334637964774951,9843
2000,"Biochemistry, Genetics and Molecular Biology",134,0.7473404255319149,5668
2000,"Business, Management and Accounting",145,0.805,1904
2000,Chemical Engineering,6,1.0,619
2000,Chemistry,78,0.8645833333333334,5824
2000,Computer Science,187,0.7935943060498221,3426
2000,Decision Sciences,22,0.7837837837837838,479
2000,Dentistry,7,0.45454545454545453,289
2000,Earth and Planetary Sciences,72,0.8333333333333334,1912
2000,"Economics, Econometrics and Finance",116,0.7662337662337663,1996
2000,Energy,31,0.375,479
2000,Engineering,591,0.8690476190476191,13602
2000,Environmental Science,171,0.6307692307692307,2524
2000,Health Professions,101,0.8076923076923077,2656
2000,Immunology and Microbiology,24,0.5393258426966292,806
2000,Materials Science,89,0.5294117647058824,1941
2000,Mathematics,36,0.7291666666666666,776
2000,Medicine,533,0.8652766639935846,20735
2000,Neuroscience,34,0.3793103448275862,664
2000,Nursing,15,0.42857142857142855,327
2000,"Pharmacology, Toxicology and Pharmaceutics",7,0.11764705882352941,191
2000,Physics and Astronomy,133,0.7346437346437347,4165
2000,Psychology,63,0.6842105263157895,1293
2000,Social Sciences,736,0.7911065149948294,11436
2000,Veterinary,6,0.6666666666666666,114
2001,Agricultural and Biological Sciences,200,0.9251870324189526,7927
2001,Arts and Humanities,435,0.9136960600375235,10412
2001,"Biochemistry, Genetics and Molecular Biology",158,0.8103448275862069,6122
2001,"Business, Management and Accounting",173,0.771551724137931,2161
2001,Chemical Engineering,9,0.5,643
2001,Chemistry,66,0.8670520231213873,6020
2001,Computer Science,312,0.8101761252446184,4002
2001,Decision Sciences,28,0.6739130434782609,525
2001,Dentistry,17,0.7777777777777778,315
2001,Earth and Planetary Sciences,107,0.7887323943661971,2138
2001,"Economics, Econometrics and Finance",153,0.6716417910447762,2181
2001,Energy,23,0.7096774193548387,515
2001,Engineering,700,0.8381924198250729,15006
2001,Environmental Science,158,0.5406360424028268,2711
2001,Health Professions,110,0.7252747252747253,2837
2001,Immunology and Microbiology,21,0.6756756756756757,838
2001,Materials Science,111,0.5390946502057613,2099
2001,Mathematics,34,0.6666666666666666,815
2001,Medicine,556,0.8796433878157504,22001
2001,Neuroscience,33,0.5588235294117647,706
2001,Nursing,15,0.5384615384615384,352
2001,"Pharmacology, Toxicology and Pharmaceutics",21,0.3673469387755102,210
2001,Physics and Astronomy,169,0.7140115163147792,4564
2001,Psychology,113,0.5974842767295597,1405
2001,Social Sciences,849,0.7836583101207056,12363
2001,Veterinary,5,0.45454545454545453,119
2002,Agricultural and Biological Sciences,245,0.9664694280078896,8549
2002,Arts and Humanities,491,0.9205526770293609,11070
2002,"Biochemistry, Genetics and Molecular Biology",170,0.7777777777777778,6607
2002,"Business, Management and Accounting",162,0.8271028037383178,2415
2002,Chemical Engineering,17,0.6666666666666666,684
2002,Chemistry,68,0.8728323699421965,6230
2002,Computer Science,371,0.8092691622103387,4615
2002,Decision Sciences,39,0.8,593
2002,Dentistry,9,1.0,338
2002,Earth and Planetary Sciences,88,0.8189300411522634,2384
2002,"Economics, Econometrics and Finance",183,0.7862903225806451,2407
2002,Energy,29,0.625,542
2002,Engineering,818,0.8382541720154044,16563
2002,Environmental Science,212,0.6717557251908397,3004
2002,Health Professions,130,0.6934673366834171,3045
2002,Immunology and Microbiology,28,0.25,867
2002,Materials Science,106,0.5658914728682171,2273
2002,Mathematics,43,0.8392857142857143,873
2002,Medicine,681,0.87569573283859,23495
2002,Neuroscience,36,0.3473684210526316,743
2002,Nursing,18,0.3684210526315789,374
2002,"Pharmacology, Toxicology and Pharmaceutics",19,0.4878048780487805,230
2002,Physics and Astronomy,169,0.6985981308411215,4902
2002,Psychology,110,0.5986842105263158,1500
2002,Social Sciences,960,0.7644110275689223,13343
2002,Veterinary,6,0.0,0
2003,Agricultural and Biological Sciences,246,0.951304347826087,9266
2003,Arts and Humanities,445,0.917910447761194,11658
2003,"Biochemistry, Genetics and Molecular Biology",186,0.7608695652173914,7159
2003,"Business, Management and Accounting",205,0.8815331010452961,2779
2003,Chemical Engineering,19,0.72,727
2003,Chemistry,91,0.7522522522522522,6492
2003,Computer Science,375,0.7617504051863857,5279
2003,Decision Sciences,47,0.7831325301204819,677
2003,Dentistry,10,0.9583333333333334,367
2003,Earth and Planetary Sciences,128,0.85,2710
2003,"Economics, Econometrics and Finance",206,0.7142857142857143,2661
2003,Energy,39,0.5142857142857142,599
2003,Engineering,902,0.8530884808013356,18398
2003,Environmental Science,223,0.631336405529954,3327
2003,Health Professions,149,0.7714285714285715,3268
2003,Immunology and Microbiology,40,0.5619834710743802,958
2003,Materials Science,110,0.5454545454545454,2451
2003,Mathematics,35,0.6851851851851852,921
2003,Medicine,766,0.863431151241535,25076
2003,Neuroscience,42,0.4666666666666667,796
2003,Nursing,20,0.28888888888888886,387
2003,"Pharmacology, Toxicology and Pharmaceutics",21,0.5,247
2003,Physics and Astronomy,171,0.7,5192
2003,Psychology,98,0.5899280575539568,1601
2003,Social Sciences,1061,0.7581602373887241,14381
2003,Veterinary,5,0.08333333333333333,120
2004,Agricultural and Biological Sciences,250,0.9548736462093863,9957
2004,Arts and Humanities,515,0.8952536824877251,12335
2004,"Biochemistry, Genetics and Molecular Biology",217,0.7425742574257426,7815
2004,"Business, Management and Accounting",230,0.8073394495412844,3144
2004,Chemical Engineering,13,0.7419354838709677,767
2004,Chemistry,93,0.8048780487804879,6749
2004,Computer Science,405,0.8198347107438017,5974
2004,Decision Sciences,46,0.6571428571428571,744
2004,Dentistry,15,0.8571428571428571,415
2004,Earth and Planetary Sciences,104,0.7154150197628458,2965
2004,"Economics, Econometrics and Finance",189,0.7137546468401487,2896
2004,Energy,37,0.5362318840579711,652
2004,Engineering,987,0.845568243610658,20305
2004,Environmental Science,241,0.6883910386965377,3718
2004,Health Professions,165,0.7568627450980392,3529
2004,Immunology and Microbiology,42,0.7115384615384616,1046
2004,Materials Science,122,0.476056338028169,2662
2004,Mathematics,42,0.6805555555555556,974
2004,Medicine,884,0.867324069923801,27107
2004,Neuroscience,63,0.5911949685534591,898
2004,Nursing,26,0.5094339622641509,413
2004,"Pharmacology, Toxicology and Pharmaceutics",22,0.4375,262
2004,Physics and Astronomy,182,0.6737704918032786,5620
2004,Psychology,131,0.5824742268041238,1717
2004,Social Sciences,1177,0.8099730458221024,15625
2004,Veterinary,3,0.16666666666666666,121
2005,Agricultural and Biological Sciences,300,0.9304733727810651,10796
2005,Arts and Humanities,554,0.9135618479880775,13080
2005,"Biochemistry, Genetics and Molecular Biology",232,0.7929936305732485,8586
2005,"Business, Management and Accounting",237,0.8333333333333334,3509
2005,Chemical Engineering,14,0.6956521739130435,825
2005,Chemistry,102,0.8553719008264463,7039
2005,Computer Science,408,0.8120411160058737,6736
2005,Decision Sciences,52,0.7307692307692307,833
2005,Dentistry,19,0.8292682926829268,466
2005,Earth and Planetary Sciences,95,0.7061611374407583,3160
2005,"Economics, Econometrics and Finance",195,0.6628787878787878,3122
2005,Energy,48,0.5542168674698795,718
2005,Engineering,1067,0.8732943469785575,22435
2005,Environmental Science,264,0.6191369606003753,4083
2005,Health Professions,178,0.8366666666666667,3860
2005,Immunology and Microbiology,43,0.45652173913043476,1115
2005,Materials Science,141,0.5485564304461942,2910
2005,Mathematics,41,0.6075949367088608,1029
2005,Medicine,981,0.8525669153137341,29088
2005,Neuroscience,61,0.5096774193548387,982
2005,Nursing,31,0.5538461538461539,452
2005,"Pharmacology, Toxicology and Pharmaceutics",22,0.23529411764705882,277
2005,Physics and Astronomy,197,0.7029360967184801,6037
2005,Psychology,134,0.6211453744493393,1885
2005,Social Sciences,1333,0.7738663484486874,16971
2005,Veterinary,6,0.14285714285714285,122
2006,Agricultural and Biological Sciences,321,0.9205673758865248,11697
2006,Arts and Humanities,662,0.918546365914787,13954
2006,"Biochemistry, Genetics and Molecular Biology",309,0.718192627824019,9433
2006,"Business, Management and Accounting",314,0.8271028037383178,3999
2006,Chemical Engineering,17,0.5106382978723404,866
2006,Chemistry,91,0.7974137931034483,7321
2006,Computer Science,487,0.8124293785310734,7661
2006,Decision Sciences,58,0.7032967032967034,914
2006,Dentistry,18,0.625,502
2006,Earth and Planetary Sciences,131,0.7463126843657817,3518
2006,"Economics, Econometrics and Finance",247,0.6880466472303207,3420
2006,Energy,41,0.7407407407407407,789
2006,Engineering,1107,0.8435131520285332,24658
2006,Environmental Science,311,0.6536661466458659,4570
2006,Health Professions,192,0.7410714285714286,4194
2006,Immunology and Microbiology,53,0.26605504587155965,1178
2006,Materials Science,134,0.5282051282051282,3173
2006,Mathematics,40,0.7121212121212122,1088
2006,Medicine,1186,0.8768592182635766,31714
2006,Neuroscience,68,0.3716216216216216,1039
2006,Nursing,22,0.19672131147540983,466
2006,"Pharmacology, Toxicology and Pharmaceutics",18,0.1702127659574468,292
2006,Physics and Astronomy,241,0.6271409749670619,6514
2006,Psychology,163,0.6791666666666667,2072
2006,Social Sciences,1329,0.7639563106796117,18280
2006,Veterinary,5,0.38461538461538464,128
2007,Agricultural and Biological Sciences,370,0.910427807486631,12632
2007,Arts and Humanities,669,0.9187096774193548,14864
2007,"Biochemistry, Genetics and Molecular Biology",241,0.7503974562798092,10205
2007,"Business, Management and Accounting",299,0.7651331719128329,4454
2007,Chemical Engineering,15,0.575,911
2007,Chemistry,100,0.8031746031746032,7639
2007,Computer Science,509,0.8090395480225989,8602
2007,Decision Sciences,43,0.7432432432432432,998
2007,Dentistry,12,0.6206896551724138,535
2007,Earth and Planetary Sciences,126,0.7234726688102894,3878
2007,"Economics, Econometrics and Finance",240,0.667741935483871,3710
2007,Energy,49,0.7350427350427351,905
2007,Engineering,1186,0.8427276310603075,27071
2007,Environmental Science,347,0.5692729766803841,5017
2007,Health Professions,205,0.6875,4521
2007,Immunology and Microbiology,55,0.4714285714285714,1258
2007,Materials Science,114,0.5366666666666666,3366
2007,Mathematics,44,0.6486486486486487,1137
2007,Medicine,1160,0.8626336898395722,34335
2007,Neuroscience,67,0.5914634146341463,1174
2007,Nursing,34,0.4588235294117647,507
2007,"Pharmacology, Toxicology and Pharmaceutics",38,0.5384615384615384,326
2007,Physics and Astronomy,195,0.7213793103448276,6993
2007,Psychology,152,0.5652173913043478,2221
2007,Social Sciences,1505,0.7742605085625325,19833
2007,Veterinary,10,0.21951219512195122,137
2008,Agricultural and Biological Sciences,355,0.9283196239717979,13653
2008,Arts and Humanities,732,0.9078947368421053,15764
2008,"Biochemistry, Genetics and Molecular Biology",266,0.8011869436201781,10994
2008,"Business, Management and Accounting",334,0.8141025641025641,4975
2008,Chemical Engineering,15,0.34210526315789475,954
2008,Chemistry,98,0.7790262172284644,7934
2008,Computer Science,512,0.8187203791469194,9572
2008,Decision Sciences,52,0.5747126436781609,1082
2008,Dentistry,20,0.8648648648648649,589
2008,Earth and Planetary Sciences,111,0.7507788161993769,4224
2008,"Economics, Econometrics and Finance",236,0.73125,4022
2008,Energy,63,0.5730337078651685,978
2008,Engineering,1184,0.8281956432387998,29304
2008,Environmental Science,338,0.6652421652421653,5559
2008,Health Professions,242,0.7294117647058823,4945
2008,Immunology and Microbiology,63,0.48760330578512395,1328
2008,Materials Science,119,0.6518771331058021,3624
2008,Mathematics,52,0.6296296296296297,1196
2008,Medicine,1247,0.8689384010484927,36989
2008,Neuroscience,71,0.5133333333333333,1264
2008,Nursing,33,0.19753086419753085,524
2008,"Pharmacology, Toxicology and Pharmaceutics",39,0.43661971830985913,366
2008,Physics and Astronomy,222,0.7217043941411452,7525
2008,Psychology,166,0.5795918367346938,2385
2008,Social Sciences,1636,0.7586520947176685,21550
2008,Veterinary,14,0.65625,158
2009,Agricultural and Biological Sciences,475,0.9443099273607748,15074
2009,Arts and Humanities,795,0.9192422731804586,16860
2009,"Biochemistry, Genetics and Molecular Biology",322,0.7796610169491526,12017
2009,"Business, Management and Accounting",361,0.8427184466019417,5551
2009,Chemical Engineering,14,0.7142857142857143,1016
2009,Chemistry,117,0.7848101265822784,8261
2009,Computer Science,568,0.8433367243133265,10657
2009,Decision Sciences,73,0.6829268292682927,1219
2009,Dentistry,25,0.8166666666666667,659
2009,Earth and Planetary Sciences,185,0.7074569789674953,4682
2009,"Economics, Econometrics and Finance",337,0.7693877551020408,4482
2009,Energy,72,0.6033057851239669,1086
2009,Engineering,1381,0.8695652173913043,31980
2009,Environmental Science,416,0.663895486935867,6237
2009,Health Professions,260,0.6903073286052009,5383
2009,Immunology and Microbiology,49,0.427536231884058,1408
2009,Materials Science,145,0.5686746987951807,3919
2009,Mathematics,60,0.6190476190476191,1256
2009,Medicine,1367,0.8635207685786945,40064
2009,Neuroscience,62,0.5408805031446541,1361
2009,Nursing,35,0.6129032258064516,562
2009,"Pharmacology, Toxicology and Pharmaceutics",48,0.3826086956521739,411
2009,Physics and Astronomy,194,0.692436974789916,7928
2009,Psychology,221,0.5764705882352941,2612
2009,Social Sciences,1749,0.7770700636942676,23480
2009,Veterinary,11,0.1724137931034483,164
2010,Agricultural and Biological Sciences,468,0.9412288512911843,16477
2010,Arts and Humanities,829,0.872255489021956,17963
2010,"Biochemistry, Genetics and Molecular Biology",329,0.756152125279642,13000
2010,"Business, Management and Accounting",346,0.842,6206
2010,Chemical Engineering,15,0.75,1078
2010,Chemistry,126,0.8240469208211144,8633
2010,Computer Science,619,0.7973358705994291,11807
2010,Decision Sciences,95,0.5465116279069767,1338
2010,Dentistry,30,0.9166666666666666,751
2010,Earth and Planetary Sciences,180,0.7393075356415478,5215
2010,"Economics, Econometrics and Finance",322,0.7130801687763713,4947
2010,Energy,67,0.4647887323943662,1169
2010,Engineering,1374,0.8504639543183441,34655
2010,Environmental Science,446,0.6050156739811913,6893
