topic_field_display_name,id,pub_year
"Economics, Econometrics and Finance",68,1983
Arts and Humanities,68,1911
Dentistry,68,2011
Health Professions,68,1977
Computer Science,68,1977
Medicine,69,1912
Physics and Astronomy,69,1970
Social Sciences,69,1912
"Biochemistry, Genetics and Molecular Biology",69,1962
Earth and Planetary Sciences,69,1982
Physics and Astronomy,69,1962
Arts and Humanities,70,1922
Earth and Planetary Sciences,70,1983
Social Sciences,70,1907
Arts and Humanities,70,1909
Physics and Astronomy,70,1963
"Biochemistry, Genetics and Molecular Biology",70,1965
Psychology,70,1989
Environmental Science,71,1977
Arts and Humanities,71,1946
Chemistry,71,1966
Social Sciences,71,1911
Medicine,71,1923
Earth and Planetary Sciences,71,1985
"Pharmacology, Toxicology and Pharmaceutics",71,2005
Materials Science,71,1979
Mathematics,71,1999
Chemistry,72,1959
Earth and Planetary Sciences,72,1986
"Economics, Econometrics and Finance",72,1985
Dentistry,72,2014
Psychology,72,1990
Engineering,72,1952
Medicine,72,1914
Agricultural and Biological Sciences,72,1962
Materials Science,73,1974
Chemistry,73,1969
Psychology,73,1987
Environmental Science,73,1976
Environmental Science,73,1974
Health Professions,74,1976
Social Sciences,74,1920
Medicine,74,1933
Arts and Humanities,74,1929
Health Professions,74,1978
"Economics, Econometrics and Finance",74,1987
Chemistry,74,1967
Arts and Humanities,74,1933
Agricultural and Biological Sciences,74,1969
Social Sciences,74,1921
Social Sciences,74,1924
Materials Science,75,1984
Arts and Humanities,75,1926
"Business, Management and Accounting",75,1986
Psychology,75,1993
Materials Science,75,1973
Agricultural and Biological Sciences,75,1963
Decision Sciences,75,2002
Neuroscience,75,2000
Social Sciences,76,1913
Medicine,76,1937
Engineering,76,1948
Earth and Planetary Sciences,76,1984
"Biochemistry, Genetics and Molecular Biology",76,1966
Medicine,77,1942
Chemistry,77,1968
"Business, Management and Accounting",77,1988
Dentistry,77,2016
"Economics, Econometrics and Finance",77,1984
Medicine,77,1913
Nursing,77,2016
Arts and Humanities,77,1938
Materials Science,78,1976
Medicine,78,1941
Health Professions,78,1979
Earth and Planetary Sciences,78,1987
Social Sciences,78,1923
"Biochemistry, Genetics and Molecular Biology",78,1967
Computer Science,79,1979
Social Sciences,79,1915
Arts and Humanities,79,1945
Dentistry,79,2010
Arts and Humanities,80,1934
"Economics, Econometrics and Finance",80,1986
"Biochemistry, Genetics and Molecular Biology",80,1969
Engineering,80,1955
Engineering,80,1949
Agricultural and Biological Sciences,80,1973
Medicine,81,1927
Materials Science,81,1983
Psychology,81,1994
Agricultural and Biological Sciences,81,1959
Medicine,81,1936
Social Sciences,81,1944
Earth and Planetary Sciences,82,1992
Earth and Planetary Sciences,82,1990
"Biochemistry, Genetics and Molecular Biology",82,1968
Medicine,82,1938
Health Professions,82,1984
Health Professions,82,1982
Social Sciences,82,1943
Nursing,83,2012
"Biochemistry, Genetics and Molecular Biology",83,1964
Medicine,83,1926
Social Sciences,83,1909
Neuroscience,83,2002
Materials Science,84,1987
Medicine,84,1943
Immunology and Microbiology,84,2004
"Pharmacology, Toxicology and Pharmaceutics",84,2015
"Biochemistry, Genetics and Molecular Biology",84,1978
Arts and Humanities,85,1935
Engineering,85,1957
Nursing,85,2011
Social Sciences,85,1946
Psychology,85,1991
Chemistry,85,1963
Mathematics,85,2001
Nursing,85,2010
Medicine,85,1995
Decision Sciences,86,2003
Agricultural and Biological Sciences,86,1976
Materials Science,86,1985
Physics and Astronomy,86,1974
Social Sciences,86,1998
Environmental Science,86,1978
Mathematics,86,2003
"Pharmacology, Toxicology and Pharmaceutics",86,2008
"Pharmacology, Toxicology and Pharmaceutics",86,2014
Agricultural and Biological Sciences,86,1967
"Biochemistry, Genetics and Molecular Biology",87,1974
"Pharmacology, Toxicology and Pharmaceutics",87,2007
Social Sciences,87,1931
Medicine,87,1934
Psychology,87,1992
Agricultural and Biological Sciences,87,1979
Nursing,88,2019
Neuroscience,88,2001
"Pharmacology, Toxicology and Pharmaceutics",88,2020
Energy,89,2005
"Business, Management and Accounting",89,1989
Health Professions,89,1983
Energy,89,2006
Materials Science,89,1990
Health Professions,89,1985
Earth and Planetary Sciences,89,1988
Materials Science,90,1982
"Pharmacology, Toxicology and Pharmaceutics",90,2013
Arts and Humanities,90,1928
Medicine,90,1932
Medicine,90,1939
Materials Science,90,1992
Energy,91,2003
Mathematics,91,2000
Immunology and Microbiology,91,2003
Immunology and Microbiology,92,2005
Arts and Humanities,92,1930
Energy,92,2004
Medicine,92,1930
Nursing,92,2013
Social Sciences,93,1932
Agricultural and Biological Sciences,93,1965
Agricultural and Biological Sciences,93,1971
Social Sciences,93,1930
Medicine,93,1929
Social Sciences,94,1925
Social Sciences,94,1927
Earth and Planetary Sciences,94,1989
Materials Science,95,1989
Arts and Humanities,95,1936
Immunology and Microbiology,96,2019
Engineering,96,1956
Physics and Astronomy,96,1969
Decision Sciences,96,2004
"Biochemistry, Genetics and Molecular Biology",96,1979
Energy,97,2007
Agricultural and Biological Sciences,97,1968
Neuroscience,97,2003
Arts and Humanities,97,1927
Physics and Astronomy,97,1971
Energy,97,2017
Arts and Humanities,97,1948
Health Professions,97,1988
Computer Science,97,1982
Social Sciences,98,1941
Arts and Humanities,98,1937
Decision Sciences,98,2005
"Biochemistry, Genetics and Molecular Biology",98,1977
Environmental Science,98,1983
Environmental Science,98,1982
Agricultural and Biological Sciences,98,1964
Materials Science,99,1986
"Biochemistry, Genetics and Molecular Biology",99,1982
"Economics, Econometrics and Finance",99,1989
"Biochemistry, Genetics and Molecular Biology",100,1983
Dentistry,100,2012
Arts and Humanities,100,1932
Environmental Science,101,1970
"Economics, Econometrics and Finance",101,1988
"Pharmacology, Toxicology and Pharmaceutics",101,2010
"Biochemistry, Genetics and Molecular Biology",101,1976
"Business, Management and Accounting",101,1991
Materials Science,102,1991
Earth and Planetary Sciences,102,1991
Medicine,102,1928
Materials Science,102,1994
Nursing,102,2017
Arts and Humanities,102,1939
Mathematics,103,2004
Environmental Science,103,1979
Social Sciences,104,1933
Social Sciences,105,1926
"Pharmacology, Toxicology and Pharmaceutics",105,2009
Decision Sciences,105,2007
Nursing,106,2014
Health Professions,106,1987
Nursing,107,2015
Mathematics,107,2005
Environmental Science,107,1986
Social Sciences,107,1922
Health Professions,107,1992
Materials Science,107,1988
Computer Science,108,1984
Social Sciences,108,1929
Materials Science,108,1993
Medicine,108,1998
Physics and Astronomy,108,1978
Mathematics,109,2006
"Biochemistry, Genetics and Molecular Biology",109,1973
Agricultural and Biological Sciences,109,1974
Earth and Planetary Sciences,110,1997
Environmental Science,111,1987
Social Sciences,111,1942
"Business, Management and Accounting",111,1992
"Biochemistry, Genetics and Molecular Biology",112,1970
"Economics, Econometrics and Finance",112,1991
Decision Sciences,113,2008
Immunology and Microbiology,113,2016
Mathematics,113,2007
Health Professions,114,1986
Health Professions,114,1989
Arts and Humanities,114,1952
Mathematics,114,2002
Agricultural and Biological Sciences,114,1977
Social Sciences,115,1937
Health Professions,115,1990
Earth and Planetary Sciences,116,1993
"Pharmacology, Toxicology and Pharmaceutics",116,2012
Social Sciences,116,1945
Social Sciences,116,1934
"Pharmacology, Toxicology and Pharmaceutics",116,2011
Psychology,116,1997
Computer Science,116,1983
Agricultural and Biological Sciences,116,1983
Mathematics,117,2008
Psychology,117,1999
"Biochemistry, Genetics and Molecular Biology",117,1984
Engineering,117,1998
Physics and Astronomy,118,1977
Social Sciences,118,1938
Social Sciences,118,1928
Environmental Science,118,1984
"Biochemistry, Genetics and Molecular Biology",118,1971
"Business, Management and Accounting",119,1994
Energy,119,2011
Earth and Planetary Sciences,119,1994
"Biochemistry, Genetics and Molecular Biology",119,1985
Immunology and Microbiology,120,2007
Energy,120,2016
"Biochemistry, Genetics and Molecular Biology",120,1987
Energy,120,2019
Arts and Humanities,120,1949
Environmental Science,120,1988
Neuroscience,121,2005
Medicine,121,1945
Computer Science,121,1985
Decision Sciences,122,2006
Energy,122,2008
Energy,122,2013
Agricultural and Biological Sciences,122,1978
"Business, Management and Accounting",123,1990
"Business, Management and Accounting",123,1993
Agricultural and Biological Sciences,123,1950
Arts and Humanities,123,1951
Arts and Humanities,124,1947
"Business, Management and Accounting",124,1997
Immunology and Microbiology,125,2017
"Economics, Econometrics and Finance",125,1992
Computer Science,126,1989
"Economics, Econometrics and Finance",126,1990
Social Sciences,126,1935
Physics and Astronomy,127,1982
Immunology and Microbiology,127,2009
Health Professions,128,1993
Social Sciences,128,1936
Computer Science,128,1987
Environmental Science,128,1985
Mathematics,129,2010
Health Professions,129,1994
Neuroscience,129,2004
Chemistry,130,1990
Earth and Planetary Sciences,130,1999
"Economics, Econometrics and Finance",130,1993
Chemistry,131,1989
Arts and Humanities,131,1955
Physics and Astronomy,132,1973
Social Sciences,132,1939
Arts and Humanities,132,1954
Energy,132,2010
Social Sciences,133,1948
Computer Science,134,1986
Neuroscience,135,2006
Materials Science,135,1997
Immunology and Microbiology,136,2006
Engineering,136,1958
Arts and Humanities,136,1958
Medicine,137,1935
Environmental Science,138,1989
Agricultural and Biological Sciences,138,1982
Mathematics,138,2017
Neuroscience,139,2017
Energy,139,2014
Agricultural and Biological Sciences,139,1984
Chemistry,140,1987
Nursing,140,2020
Engineering,141,1961
Energy,141,2009
Materials Science,141,1999
Neuroscience,141,2010
Energy,141,2015
Physics and Astronomy,141,1976
Physics and Astronomy,141,1983
Health Professions,142,1997
Dentistry,142,2020
Engineering,143,1960
"Biochemistry, Genetics and Molecular Biology",143,1986
Agricultural and Biological Sciences,143,1987
"Economics, Econometrics and Finance",143,1994
Mathematics,143,2016
"Biochemistry, Genetics and Molecular Biology",144,1988
Immunology and Microbiology,144,2008
Immunology and Microbiology,144,2015
Health Professions,144,1991
Environmental Science,145,1990
Psychology,145,2000
Immunology and Microbiology,145,2020
Chemistry,145,1991
Arts and Humanities,146,1956
Arts and Humanities,147,1957
Environmental Science,149,1992
Engineering,149,1966
Neuroscience,149,2016
Social Sciences,149,1947
Social Sciences,149,1949
Social Sciences,149,1958
Environmental Science,150,1991
Neuroscience,151,2019
Physics and Astronomy,152,1984
Computer Science,153,1988
"Biochemistry, Genetics and Molecular Biology",153,1992
Immunology and Microbiology,153,2013
Arts and Humanities,153,1950
Mathematics,153,2009
"Biochemistry, Genetics and Molecular Biology",153,1989
Chemistry,154,1997
Decision Sciences,155,2009
Engineering,155,1959
Environmental Science,156,1993
Neuroscience,156,2015
Immunology and Microbiology,157,2010
Mathematics,157,2019
Chemistry,157,1988
Decision Sciences,157,2013
Engineering,158,1962
Chemistry,158,1992
Energy,158,2012
Social Sciences,159,1952
Agricultural and Biological Sciences,159,1960
Engineering,160,1968
Mathematics,160,2013
Agricultural and Biological Sciences,161,1985
Immunology and Microbiology,161,2014
Immunology and Microbiology,161,2011
"Biochemistry, Genetics and Molecular Biology",162,1993
"Biochemistry, Genetics and Molecular Biology",162,1994
"Biochemistry, Genetics and Molecular Biology",163,1997
Chemistry,164,1993
Chemistry,164,1994
"Economics, Econometrics and Finance",164,1997
Social Sciences,166,1950
Decision Sciences,167,2011
Social Sciences,168,1957
Agricultural and Biological Sciences,168,1988
Immunology and Microbiology,168,2012
Computer Science,168,1990
Neuroscience,169,2012
Neuroscience,169,2007
"Biochemistry, Genetics and Molecular Biology",169,1991
Engineering,170,1967
Chemistry,173,1982
Computer Science,174,1991
Arts and Humanities,174,1961
Earth and Planetary Sciences,174,2000
Neuroscience,174,2009
Computer Science,174,1994
Social Sciences,174,1954
Engineering,175,1963
Chemistry,175,1999
Neuroscience,175,2008
Neuroscience,176,2014
Decision Sciences,177,2010
Mathematics,178,2015
Neuroscience,178,2013
Social Sciences,179,1955
Chemistry,179,1973
Physics and Astronomy,179,1979
Engineering,179,1964
Environmental Science,179,1994
Agricultural and Biological Sciences,180,1989
Chemistry,180,1976
Physics and Astronomy,181,1985
Arts and Humanities,181,1963
"Biochemistry, Genetics and Molecular Biology",181,1990
Arts and Humanities,181,1962
Arts and Humanities,182,1964
Physics and Astronomy,184,1989
Arts and Humanities,185,1959
Mathematics,185,2012
Computer Science,186,1992
Social Sciences,186,1951
Agricultural and Biological Sciences,187,1991
Decision Sciences,187,2012
Agricultural and Biological Sciences,188,1986
Decision Sciences,188,2016
Arts and Humanities,188,1960
Engineering,189,1965
Chemistry,189,2001
Social Sciences,190,1956
Computer Science,190,1993
Social Sciences,191,1959
Arts and Humanities,192,1966
Mathematics,192,2011
Arts and Humanities,192,1965
Social Sciences,193,1960
Medicine,194,1946
Environmental Science,195,1997
Arts and Humanities,196,1968
Medicine,198,1954
Energy,198,2020
Chemistry,198,2000
Medicine,198,1956
Neuroscience,200,2011
Chemistry,200,2002
Decision Sciences,201,2014
Chemistry,201,1978
Agricultural and Biological Sciences,201,1992
Materials Science,202,2000
Physics and Astronomy,203,1988
Medicine,203,1952
Chemistry,206,1977
Decision Sciences,207,2015
Mathematics,207,2014
Agricultural and Biological Sciences,208,1993
Chemistry,208,2019
Medicine,209,1955
Chemistry,209,1984
Psychology,210,2003
Chemistry,211,1974
Social Sciences,212,1962
Arts and Humanities,212,1969
Earth and Planetary Sciences,212,2002
Chemistry,213,2004
Arts and Humanities,213,1967
Psychology,214,2002
"Economics, Econometrics and Finance",214,1999
Decision Sciences,214,2019
Chemistry,217,1983
Physics and Astronomy,217,1986
Physics and Astronomy,217,1987
Psychology,217,2001
Health Professions,218,1999
Chemistry,219,2017
"Business, Management and Accounting",219,1999
Physics and Astronomy,220,1993
Chemistry,221,1985
Earth and Planetary Sciences,221,2005
Chemistry,222,1986
Health Professions,223,2000
Earth and Planetary Sciences,223,2001
Physics and Astronomy,225,1994
Engineering,226,1969
Chemistry,226,1971
"Biochemistry, Genetics and Molecular Biology",226,1999
Decision Sciences,227,2017
Physics and Astronomy,227,1992
Agricultural and Biological Sciences,229,1970
Engineering,229,1971
Social Sciences,230,1961
Engineering,232,1973
Agricultural and Biological Sciences,233,1994
Social Sciences,234,1963
Medicine,234,1958
Medicine,235,1959
Arts and Humanities,235,1971
Neuroscience,235,2020
Physics and Astronomy,235,1990
Medicine,237,1950
Materials Science,241,2001
Chemistry,242,2003
Medicine,245,1960
Chemistry,245,2016
Social Sciences,246,1964
Arts and Humanities,246,1977
Earth and Planetary Sciences,247,2004
Arts and Humanities,247,1974
Engineering,247,1974
Arts and Humanities,249,1970
Chemistry,249,1979
Materials Science,249,2002
Chemistry,249,2006
Social Sciences,249,1965
"Economics, Econometrics and Finance",254,2000
Health Professions,254,2001
Chemistry,254,2008
Medicine,255,1951
Psychology,256,2004
Medicine,257,1957
Arts and Humanities,260,1973
Chemistry,261,2007
Medicine,264,1947
Social Sciences,264,1966
Computer Science,265,1997
Arts and Humanities,266,1979
Medicine,269,1949
Physics and Astronomy,269,1997
Physics and Astronomy,270,1991
Environmental Science,271,1999
Physics and Astronomy,273,1999
Chemistry,273,1970
Medicine,273,1961
Engineering,273,1970
Chemistry,275,2005
Chemistry,276,2009
Arts and Humanities,276,1976
Medicine,277,1948
Chemistry,277,2011
Social Sciences,280,1968
Psychology,280,2005
Social Sciences,281,1967
Social Sciences,281,1969
Chemistry,282,2012
Mathematics,283,2020
Chemistry,286,2015
"Business, Management and Accounting",286,2000
Materials Science,287,2003
Arts and Humanities,288,1978
Medicine,291,1966
Medicine,292,1974
Health Professions,292,2003
Earth and Planetary Sciences,294,2003
Materials Science,298,2007
Medicine,300,1962
Health Professions,302,2002
Medicine,302,1963
Materials Science,303,2004
Chemistry,305,2014
Earth and Planetary Sciences,307,2008
Agricultural and Biological Sciences,309,1997
Chemistry,311,2013
Arts and Humanities,312,1982
Engineering,317,1977
Materials Science,317,2019
Earth and Planetary Sciences,318,2006
Social Sciences,318,1971
"Economics, Econometrics and Finance",321,2001
Medicine,321,1973
Chemistry,321,2010
Medicine,322,1970
Computer Science,323,1999
Psychology,325,2006
Materials Science,325,2008
Medicine,325,1968
Earth and Planetary Sciences,327,2007
Engineering,328,1978
"Business, Management and Accounting",331,2002
Materials Science,332,2006
Social Sciences,332,1976
Psychology,333,2007
Medicine,334,1971
Chemistry,335,2020
Physics and Astronomy,335,2000
Materials Science,336,2005
Environmental Science,342,2000
Materials Science,344,2017
Medicine,349,1978
Arts and Humanities,351,1983
Materials Science,352,2009
Medicine,355,1976
Agricultural and Biological Sciences,355,1990
Engineering,358,1982
Medicine,359,1969
Social Sciences,359,1974
Psychology,360,2008
"Economics, Econometrics and Finance",360,2002
"Biochemistry, Genetics and Molecular Biology",360,2000
Medicine,360,1967
Agricultural and Biological Sciences,365,1999
"Business, Management and Accounting",366,2001
Health Professions,372,2004
Social Sciences,372,1970
"Biochemistry, Genetics and Molecular Biology",372,2001
Social Sciences,376,1978
Social Sciences,377,1977
Medicine,378,1965
Engineering,379,1984
Environmental Science,381,2001
Arts and Humanities,382,1985
Physics and Astronomy,384,2001
Materials Science,385,2010
Materials Science,388,2016
"Economics, Econometrics and Finance",389,2003
Materials Science,389,2012
"Economics, Econometrics and Finance",391,2005
"Economics, Econometrics and Finance",397,2004
Engineering,399,1976
Arts and Humanities,399,1988
Materials Science,401,2014
Medicine,402,1964
Engineering,403,1985
Health Professions,403,2005
"Business, Management and Accounting",403,2003
Arts and Humanities,404,1986
Medicine,406,1979
Decision Sciences,406,2020
Engineering,406,1979
Earth and Planetary Sciences,408,2017
Engineering,410,1983
Psychology,414,2009
Social Sciences,415,1982
Arts and Humanities,415,1984
Materials Science,415,2015
Earth and Planetary Sciences,416,2009
Materials Science,417,2011
Computer Science,417,2000
Physics and Astronomy,418,2003
Arts and Humanities,421,1987
Earth and Planetary Sciences,422,2014
Earth and Planetary Sciences,423,2015
Social Sciences,423,1979
Agricultural and Biological Sciences,423,2001
Earth and Planetary Sciences,429,2011
Health Professions,430,2006
Social Sciences,431,1973
"Biochemistry, Genetics and Molecular Biology",431,2002
Physics and Astronomy,436,2002
Earth and Planetary Sciences,437,2013
Psychology,438,2010
Medicine,441,1977
Materials Science,441,2013
Physics and Astronomy,447,2004
Medicine,449,1982
Earth and Planetary Sciences,449,2016
Medicine,450,1983
Health Professions,456,2007
Earth and Planetary Sciences,459,2010
Environmental Science,462,2002
Physics and Astronomy,463,2007
Physics and Astronomy,465,2009
"Biochemistry, Genetics and Molecular Biology",469,2003
Physics and Astronomy,470,2005
Psychology,471,2011
"Economics, Econometrics and Finance",471,2006
Arts and Humanities,472,1989
Medicine,473,1984
Medicine,473,1985
Arts and Humanities,475,1990
Materials Science,477,2020
Engineering,478,1986
Environmental Science,480,2003
Engineering,483,1987
"Business, Management and Accounting",492,2005
"Business, Management and Accounting",495,2004
Earth and Planetary Sciences,496,2019
"Economics, Econometrics and Finance",497,2007
Social Sciences,499,1983
Social Sciences,502,1984
Arts and Humanities,503,1992
Agricultural and Biological Sciences,503,2002
Arts and Humanities,511,1991
Engineering,512,1991
Health Professions,514,2008
Earth and Planetary Sciences,515,2012
Earth and Planetary Sciences,518,2020
Agricultural and Biological Sciences,518,2003
"Economics, Econometrics and Finance",523,2008
Engineering,529,1988
Environmental Science,530,2004
Health Professions,542,2009
Physics and Astronomy,542,2016
Psychology,543,2012
"Biochemistry, Genetics and Molecular Biology",544,2004
Physics and Astronomy,544,2017
Physics and Astronomy,545,2019
Social Sciences,545,1985
Engineering,553,1989
Physics and Astronomy,553,2006
Physics and Astronomy,554,2008
Environmental Science,556,2005
Agricultural and Biological Sciences,557,2000
Agricultural and Biological Sciences,559,2004
Physics and Astronomy,562,2012
Engineering,566,1990
Arts and Humanities,567,1993
"Biochemistry, Genetics and Molecular Biology",570,2019
"Biochemistry, Genetics and Molecular Biology",570,2005
Medicine,572,1993
Psychology,575,2015
Physics and Astronomy,576,2011
"Business, Management and Accounting",577,2007
Psychology,578,2013
Medicine,580,1992
Psychology,581,2017
Medicine,586,1986
Medicine,589,1988
Psychology,590,2016
Social Sciences,597,1986
Physics and Astronomy,602,2013
Arts and Humanities,603,1994
Engineering,605,1992
Physics and Astronomy,605,2015
Physics and Astronomy,606,2010
Health Professions,610,2010
Psychology,610,2019
Social Sciences,612,1987
"Biochemistry, Genetics and Molecular Biology",613,2017
Physics and Astronomy,613,2020
Medicine,614,1987
"Business, Management and Accounting",617,2006
Social Sciences,619,1988
Engineering,624,1994
Engineering,637,1993
Physics and Astronomy,638,2014
Medicine,642,1989
Agricultural and Biological Sciences,643,2005
Computer Science,644,2001
Social Sciences,650,1991
Environmental Science,651,2006
Health Professions,652,2011
Social Sciences,652,1989
Psychology,655,2014
"Biochemistry, Genetics and Molecular Biology",659,2007
Medicine,669,1991
"Economics, Econometrics and Finance",672,2009
"Biochemistry, Genetics and Molecular Biology",677,2008
"Economics, Econometrics and Finance",680,2019
Social Sciences,682,1990
Health Professions,684,2012
"Business, Management and Accounting",687,2008
Medicine,690,1994
Agricultural and Biological Sciences,690,2006
"Economics, Econometrics and Finance",695,2010
"Biochemistry, Genetics and Molecular Biology",695,2016
Arts and Humanities,700,1997
Environmental Science,705,2007
Environmental Science,708,2008
"Economics, Econometrics and Finance",712,2011
Health Professions,713,2017
Medicine,714,1990
"Business, Management and Accounting",726,2009
"Economics, Econometrics and Finance",730,2017
Health Professions,736,2013
"Economics, Econometrics and Finance",738,2016
"Economics, Econometrics and Finance",747,2013
"Biochemistry, Genetics and Molecular Biology",748,2006
Agricultural and Biological Sciences,764,2007
"Economics, Econometrics and Finance",764,2012
Agricultural and Biological Sciences,767,2008
"Biochemistry, Genetics and Molecular Biology",773,2013
"Business, Management and Accounting",778,2010
Health Professions,778,2019
Arts and Humanities,782,1999
Health Professions,784,2016
Computer Science,784,2002
"Biochemistry, Genetics and Molecular Biology",786,2015
"Biochemistry, Genetics and Molecular Biology",795,2009
"Biochemistry, Genetics and Molecular Biology",797,2011
Health Professions,803,2014
"Biochemistry, Genetics and Molecular Biology",804,2014
Engineering,804,1997
Medicine,807,1997
Health Professions,809,2015
Social Sciences,813,1992
"Biochemistry, Genetics and Molecular Biology",813,2010
Computer Science,824,2003
"Business, Management and Accounting",825,2011
"Biochemistry, Genetics and Molecular Biology",828,2012
"Economics, Econometrics and Finance",833,2014
"Economics, Econometrics and Finance",838,2015
Social Sciences,876,1993
Social Sciences,882,1994
Environmental Science,883,2016
Environmental Science,897,2019
Environmental Science,898,2011
Environmental Science,901,2009
Computer Science,904,2004
Environmental Science,907,2017
Agricultural and Biological Sciences,911,2019
"Business, Management and Accounting",916,2012
Agricultural and Biological Sciences,918,2011
Environmental Science,919,2010
Engineering,929,1999
Arts and Humanities,933,2000
"Biochemistry, Genetics and Molecular Biology",935,2020
Medicine,957,1999
"Business, Management and Accounting",961,2019
"Business, Management and Accounting",971,2013
Agricultural and Biological Sciences,971,2012
Arts and Humanities,973,2001
Computer Science,975,2005
Agricultural and Biological Sciences,980,2009
"Business, Management and Accounting",981,2015
"Business, Management and Accounting",987,2017
Arts and Humanities,995,2003
Agricultural and Biological Sciences,995,2017
"Business, Management and Accounting",1003,2016
Environmental Science,1004,2015
Agricultural and Biological Sciences,1011,2010
Environmental Science,1026,2012
Environmental Science,1036,2013
Agricultural and Biological Sciences,1047,2016
Environmental Science,1056,2014
Computer Science,1064,2006
Agricultural and Biological Sciences,1083,2013
Arts and Humanities,1103,2002
"Business, Management and Accounting",1112,2014
Social Sciences,1140,1997
Computer Science,1141,2007
Computer Science,1151,2008
Agricultural and Biological Sciences,1153,2015
Agricultural and Biological Sciences,1193,2014
Arts and Humanities,1206,2004
Medicine,1213,2000
Psychology,1215,2020
Arts and Humanities,1254,2005
Computer Science,1257,2017
Computer Science,1285,2009
Medicine,1307,2001
Computer Science,1354,2013
Social Sciences,1364,1999
Computer Science,1365,2016
Computer Science,1378,2010
Computer Science,1412,2015
Computer Science,1429,2011
"Economics, Econometrics and Finance",1437,2020
Computer Science,1440,2012
Engineering,1460,2000
Computer Science,1461,2019
Arts and Humanities,1461,2006
Arts and Humanities,1476,2007
Computer Science,1522,2014
Medicine,1522,2002
Health Professions,1558,2020
Environmental Science,1593,2020
Social Sciences,1624,2000
Arts and Humanities,1651,2008
Arts and Humanities,1730,2009
Agricultural and Biological Sciences,1735,2020
Engineering,1744,2001
Medicine,1755,2003
Arts and Humanities,1777,2011
Social Sciences,1798,2001
Arts and Humanities,1847,2010
Arts and Humanities,1890,2013
Arts and Humanities,1915,2012
"Business, Management and Accounting",1947,2020
Arts and Humanities,1958,2016
Arts and Humanities,1979,2017
Engineering,2019,2002
Social Sciences,2031,2002
Arts and Humanities,2045,2014
Arts and Humanities,2065,2019
Medicine,2109,2004
Arts and Humanities,2109,2015
Social Sciences,2170,2003
Engineering,2184,2017
Medicine,2217,2005
Engineering,2271,2003
Engineering,2291,2019
Engineering,2372,2016
Social Sciences,2422,2004
Engineering,2435,2004
Engineering,2574,2005
Medicine,2682,2007
Engineering,2696,2015
Social Sciences,2721,2005
Engineering,2731,2006
Computer Science,2747,2020
Engineering,2785,2014
Engineering,2804,2008
Medicine,2844,2006
Social Sciences,2850,2006
Engineering,2918,2007
Medicine,2930,2008
Social Sciences,3088,2007
Medicine,3115,2009
Medicine,3118,2017
Medicine,3144,2016
Medicine,3204,2010
Engineering,3245,2013
Social Sciences,3300,2008
Engineering,3318,2009
Engineering,3358,2012
Engineering,3463,2010
Arts and Humanities,3494,2020
Medicine,3506,2015
Medicine,3537,2012
Medicine,3543,2011
Medicine,3574,2014
Engineering,3587,2020
Medicine,3628,2013
Medicine,3719,2019
Engineering,3726,2011
Social Sciences,3776,2009
Social Sciences,4086,2010
Social Sciences,4385,2011
Social Sciences,4668,2012
Social Sciences,5063,2013
Medicine,5088,2020
Social Sciences,5115,2017
Social Sciences,5285,2016
Social Sciences,5332,2015
Social Sciences,5353,2014
Social Sciences,5506,2019
Social Sciences,11054,2020
