work_id,author_id,countries,topic_field_display_name,pub_year
https://openalex.org/W3041460036,https://openalex.org/A5022071699,[],Immunology and Microbiology,2016
https://openalex.org/W3041460036,https://openalex.org/A5010750239,['FR'],Immunology and Microbiology,2016
https://openalex.org/W3041460036,https://openalex.org/A5075592682,[],Immunology and Microbiology,2016
https://openalex.org/W3041460036,https://openalex.org/A5028288427,['FR'],Immunology and Microbiology,2016
https://openalex.org/W3041460036,https://openalex.org/A5075934106,[],Immunology and Microbiology,2016
https://openalex.org/W3206203224,https://openalex.org/A5083683779,['PL'],Medicine,2016
https://openalex.org/W3206203224,https://openalex.org/A5083683779,['PL'],Social Sciences,2016
https://openalex.org/W3206203224,https://openalex.org/A5083683779,['PL'],Psychology,2016
https://openalex.org/W3206203224,https://openalex.org/A5071906794,['PL'],Medicine,2016
https://openalex.org/W3206203224,https://openalex.org/A5071906794,['PL'],Social Sciences,2016
https://openalex.org/W3206203224,https://openalex.org/A5071906794,['PL'],Psychology,2016
https://openalex.org/W3206203224,https://openalex.org/A5038978908,['PL'],Medicine,2016
https://openalex.org/W3206203224,https://openalex.org/A5038978908,['PL'],Social Sciences,2016
https://openalex.org/W3206203224,https://openalex.org/A5038978908,['PL'],Psychology,2016
https://openalex.org/W4287556469,https://openalex.org/A5026123265,[],Psychology,2020
https://openalex.org/W4287556469,https://openalex.org/A5026123265,[],Health Professions,2020
https://openalex.org/W4287556469,https://openalex.org/A5072566213,['PL'],Psychology,2020
