work_id,referenced_work_id
https://openalex.org/W1981609652,https://openalex.org/W2012414598
https://openalex.org/W1981609652,https://openalex.org/W2017560313
https://openalex.org/W1981609652,https://openalex.org/W2022401078
https://openalex.org/W1981609652,https://openalex.org/W2023019846
https://openalex.org/W1981609652,https://openalex.org/W2031063775
https://openalex.org/W1981609652,https://openalex.org/W2032938597
https://openalex.org/W1981609652,https://openalex.org/W2033860433
https://openalex.org/W1981609652,https://openalex.org/W2054234660
https://openalex.org/W1981609652,https://openalex.org/W2054833122
https://openalex.org/W1981609652,https://openalex.org/W2060319535
https://openalex.org/W1981609652,https://openalex.org/W2065449091
https://openalex.org/W1981609652,https://openalex.org/W2067966351
https://openalex.org/W1981609652,https://openalex.org/W2070844097
https://openalex.org/W1981609652,https://openalex.org/W2075536365
https://openalex.org/W1981609652,https://openalex.org/W2091047895
https://openalex.org/W1981609652,https://openalex.org/W2104290027
https://openalex.org/W1981609652,https://openalex.org/W2107032693
https://openalex.org/W1981609652,https://openalex.org/W2125939362
https://openalex.org/W1981609652,https://openalex.org/W2136213657
https://openalex.org/W1981609652,https://openalex.org/W2137398677
https://openalex.org/W1981609652,https://openalex.org/W2137447467
https://openalex.org/W1981609652,https://openalex.org/W2150276428
https://openalex.org/W1981609652,https://openalex.org/W2187374026
https://openalex.org/W1981609652,https://openalex.org/W2322814198
https://openalex.org/W1981609652,https://openalex.org/W2418575077
https://openalex.org/W1981609652,https://openalex.org/W4244688187
https://openalex.org/W1981609652,https://openalex.org/W4293418848
https://openalex.org/W2105332101,https://openalex.org/W188056743
https://openalex.org/W2105332101,https://openalex.org/W245212924
https://openalex.org/W2105332101,https://openalex.org/W1519785859
https://openalex.org/W2105332101,https://openalex.org/W1527359462
https://openalex.org/W2105332101,https://openalex.org/W1584874651
https://openalex.org/W2105332101,https://openalex.org/W1964560480
https://openalex.org/W2105332101,https://openalex.org/W1965425859
https://openalex.org/W2105332101,https://openalex.org/W1966279891
https://openalex.org/W2105332101,https://openalex.org/W1969191244
https://openalex.org/W2105332101,https://openalex.org/W1969377280
https://openalex.org/W2105332101,https://openalex.org/W1976182007
https://openalex.org/W2105332101,https://openalex.org/W1977423888
https://openalex.org/W2105332101,https://openalex.org/W1978493085
https://openalex.org/W2105332101,https://openalex.org/W1981672117
https://openalex.org/W2105332101,https://openalex.org/W1982905668
https://openalex.org/W2105332101,https://openalex.org/W1990117176
https://openalex.org/W2105332101,https://openalex.org/W1992889916
https://openalex.org/W2105332101,https://openalex.org/W1996857104
https://openalex.org/W2105332101,https://openalex.org/W2003219735
https://openalex.org/W2105332101,https://openalex.org/W2006397503
